time,open,high,low,close,volume
2026-03-17 02:00:00,75637.1,75669.0,75128.4,75199.9,70.16363107
2026-03-17 03:00:00,75200.0,75326.4,74294.4,74463.4,115.9159469
2026-03-17 04:00:00,74463.9,74677.0,74010.7,74248.6,80.59622259
2026-03-17 05:00:00,74248.6,74455.4,73796.9,74035.2,59.32563821
2026-03-17 06:00:00,74035.2,74280.4,73888.4,74084.4,55.81365158
2026-03-17 07:00:00,74084.5,74440.8,74084.5,74253.0,35.32056829
2026-03-17 08:00:00,74253.1,74458.1,74133.7,74191.2,41.75236645
2026-03-17 09:00:00,74191.3,74391.4,73880.2,73933.8,122.0237044
2026-03-17 10:00:00,73933.8,73964.8,73500.0,73729.8,152.89714069
2026-03-17 11:00:00,73729.8,74208.9,73704.0,74038.1,64.89876659
2026-03-17 12:00:00,74038.1,74181.4,73685.4,73747.1,121.87503142
2026-03-17 13:00:00,73747.1,74160.4,73459.0,73611.7,383.83275228
2026-03-17 14:00:00,73611.7,74422.4,73455.9,74403.4,70.14534986
2026-03-17 15:00:00,74403.5,74924.7,73720.8,73948.5,316.53035879
2026-03-17 16:00:00,73948.5,74350.0,73900.1,74166.2,76.63483681
2026-03-17 17:00:00,74166.2,74601.8,74046.3,74526.0,93.89703176
2026-03-17 18:00:00,74526.0,74792.0,74436.2,74700.5,69.41816753
2026-03-17 19:00:00,74700.5,74800.0,74451.7,74543.9,106.73107318
2026-03-17 20:00:00,74543.9,74705.4,74396.5,74537.3,38.69851009
2026-03-17 21:00:00,74537.3,74800.0,74494.7,74715.4,50.23418364
2026-03-17 22:00:00,74715.5,74790.0,73960.0,74341.8,89.1133093
2026-03-17 23:00:00,74341.8,74414.0,73889.1,73929.9,72.17372535
2026-03-18 00:00:00,73930.0,74081.1,73575.9,73877.4,37.49584395
2026-03-18 01:00:00,73877.4,74218.4,73861.3,74092.0,35.10020374
2026-03-18 02:00:00,74092.1,74479.3,74091.9,74365.7,23.02360545
2026-03-18 03:00:00,74365.7,74682.3,74285.8,74482.4,21.3542941
2026-03-18 04:00:00,74481.6,74514.0,74182.2,74189.8,23.48373906
2026-03-18 05:00:00,74189.8,74306.8,73871.3,73993.3,29.32338835
2026-03-18 06:00:00,73993.4,74234.8,73946.4,73970.1,15.98064532
2026-03-18 07:00:00,73970.1,74007.1,73730.0,73898.6,32.60520005
2026-03-18 08:00:00,73898.7,74125.8,73898.6,74042.5,17.18851524
2026-03-18 09:00:00,74052.3,74305.2,74051.6,74191.7,51.48963818
2026-03-18 10:00:00,74191.7,74267.9,73844.9,73947.6,20.98779298
2026-03-18 11:00:00,73947.6,74079.6,72822.7,72980.7,459.02600074
2026-03-18 12:00:00,72980.7,72984.5,72310.3,72399.4,210.49599179
2026-03-18 13:00:00,72399.4,72564.6,72000.0,72136.5,401.73775306
2026-03-18 14:00:00,72140.0,72222.5,71173.0,71202.8,263.68366299
2026-03-18 15:00:00,71205.3,71520.0,70897.7,71491.6,229.00015356
2026-03-18 16:00:00,71491.7,71575.6,71050.0,71322.8,88.99722872
2026-03-18 17:00:00,71322.8,71773.4,71208.3,71609.0,75.68857802
2026-03-18 18:00:00,71605.4,72001.9,70959.9,71108.2,334.7189531
2026-03-18 19:00:00,71112.6,71482.1,70961.5,71064.3,56.03593613
2026-03-18 20:00:00,71064.3,71310.7,70500.0,71244.1,152.22052184
2026-03-18 21:00:00,71237.0,71433.0,71177.8,71295.1,158.51346428
2026-03-18 22:00:00,71280.3,71280.3,70963.3,71157.5,66.90452003
2026-03-18 23:00:00,71157.6,71376.2,71079.1,71270.9,84.75986236
2026-03-19 00:00:00,71270.9,71306.8,71000.0,71016.6,38.71981629
2026-03-19 01:00:00,71016.7,71199.2,70971.5,71141.3,49.88751343
2026-03-19 02:00:00,71141.3,71248.5,70900.0,71060.0,28.22155144
2026-03-19 03:00:00,71060.1,71623.9,71060.1,71228.7,58.29220328
2026-03-19 04:00:00,71228.8,71228.8,70680.3,70855.2,37.99438063
2026-03-19 05:00:00,70835.3,70897.9,70680.3,70818.6,21.70635706
2026-03-19 06:00:00,70818.6,70949.3,70521.5,70584.8,185.35952379
2026-03-19 07:00:00,70582.2,70617.1,69505.8,70189.0,435.47905918
2026-03-19 08:00:00,70203.4,70263.3,69920.0,69990.0,28.57421023
2026-03-19 09:00:00,69990.0,70544.7,69990.0,70511.4,43.52979414
2026-03-19 10:00:00,70511.4,70542.1,70123.2,70130.6,53.17083811
2026-03-19 11:00:00,70130.6,70244.3,69921.2,69940.0,62.26028198
2026-03-19 12:00:00,69940.0,69950.7,69128.7,69295.9,192.72686424
2026-03-19 13:00:00,69296.0,70060.4,69098.9,69894.6,140.05329837
2026-03-19 14:00:00,69889.8,70158.8,69098.0,69508.4,104.504207
2026-03-19 15:00:00,69501.6,69912.3,68782.0,69416.0,186.90920958
2026-03-19 16:00:00,69416.1,69642.1,69186.4,69454.0,320.43042984
2026-03-19 17:00:00,69454.0,69929.5,69122.0,69847.8,88.81587341
2026-03-19 18:00:00,69847.8,69916.9,69600.1,69818.6,75.00759546
2026-03-19 19:00:00,69816.3,70598.3,69816.2,70265.5,207.18458591
2026-03-19 20:00:00,70265.5,70669.5,70195.2,70498.7,258.82800889
2026-03-19 21:00:00,70498.7,70694.0,70389.3,70424.9,54.8600806
2026-03-19 22:00:00,70424.9,70498.2,69967.0,70180.5,95.50607171
2026-03-19 23:00:00,70180.6,70274.0,69736.8,69911.9,41.90970082
2026-03-20 00:00:00,69916.6,70302.6,69840.9,70185.0,207.53965993
2026-03-20 01:00:00,70193.8,70570.2,70193.0,70410.0,83.25612857
2026-03-20 02:00:00,70410.1,70501.3,70085.2,70416.0,54.80806236
2026-03-20 03:00:00,70416.1,70789.3,70395.9,70733.4,66.59154911
2026-03-20 04:00:00,70722.9,70941.6,70568.0,70773.4,30.9140873
2026-03-20 05:00:00,70773.4,70856.7,70534.3,70585.4,20.63369969
2026-03-20 06:00:00,70593.7,70633.5,70360.2,70492.3,17.7845044
2026-03-20 07:00:00,70492.3,70909.1,70200.8,70856.2,32.89585307
2026-03-20 08:00:00,70856.2,71340.6,70800.9,71050.0,79.28876141
2026-03-20 09:00:00,71050.0,71050.0,70428.2,70578.2,60.35674327
2026-03-20 10:00:00,70578.2,70654.9,70214.5,70606.5,94.21046456
2026-03-20 11:00:00,70606.5,70781.8,70313.2,70470.5,52.35646383
2026-03-20 12:00:00,70470.5,70657.9,70258.0,70319.9,42.5396918
2026-03-20 13:00:00,70320.0,70599.8,69803.8,69857.0,134.63572363
2026-03-20 14:00:00,69857.0,70240.7,69586.4,69728.8,302.62782518
2026-03-20 15:00:00,69728.9,69971.5,69485.7,69856.8,64.82823872
2026-03-20 16:00:00,69856.9,70080.7,69611.4,69830.3,37.39134288
2026-03-20 17:00:00,69830.3,69999.2,69400.0,69969.7,92.10473625
2026-03-20 18:00:00,69969.7,70041.7,69533.5,69748.6,35.87837493
2026-03-20 19:00:00,69748.6,70178.2,69673.1,70169.0,62.64100067
2026-03-20 20:00:00,70169.0,70237.7,69746.8,70039.9,84.34814662
2026-03-20 21:00:00,70039.9,70688.8,69955.7,70527.7,87.99305318
2026-03-20 22:00:00,70527.7,70901.1,70527.6,70784.1,82.3545821
2026-03-20 23:00:00,70784.1,70784.1,70424.9,70515.6,37.16173766
2026-03-21 00:00:00,70515.6,70800.0,70465.1,70670.4,51.2887374
2026-03-21 01:00:00,70670.3,70752.7,70463.4,70463.4,16.90511121
2026-03-21 02:00:00,70463.4,70749.8,70440.2,70724.1,12.34508686
2026-03-21 03:00:00,70724.2,70761.2,70617.2,70660.6,3.43468105
2026-03-21 04:00:00,70652.3,70792.5,70614.5,70630.0,4.98354608
2026-03-21 05:00:00,70630.1,70799.8,70628.1,70692.2,11.53009443
2026-03-21 06:00:00,70692.2,70799.8,70690.6,70760.5,8.15692807
2026-03-21 07:00:00,70760.6,70850.2,70660.1,70692.5,19.11578633
2026-03-21 08:00:00,70695.6,70732.1,70484.2,70580.2,17.1913268
2026-03-21 09:00:00,70580.3,70729.7,70577.5,70632.5,310.85801088
2026-03-21 10:00:00,70632.5,70663.6,70559.0,70585.1,11.07653654
2026-03-21 11:00:00,70585.2,70633.6,70570.0,70633.6,3.87108327
2026-03-21 12:00:00,70633.6,70764.8,70633.6,70707.2,11.31428083
2026-03-21 13:00:00,70707.3,70783.8,70691.0,70717.0,8.88426684
2026-03-21 14:00:00,70717.0,71071.7,70586.7,70620.4,48.00451756
2026-03-21 15:00:00,70620.4,70743.5,70450.0,70632.6,14.13915352
2026-03-21 16:00:00,70632.6,70632.6,70244.8,70286.8,29.58883643
2026-03-21 17:00:00,70286.8,70409.2,70189.5,70311.6,28.51020284
2026-03-21 18:00:00,70309.0,70500.7,70293.5,70382.2,15.12375427
2026-03-21 19:00:00,70382.2,70427.6,70320.0,70380.6,7.22696975
2026-03-21 20:00:00,70380.7,70491.0,70344.6,70448.9,17.75224138
2026-03-21 21:00:00,70448.8,70495.1,70238.0,70352.4,22.49601002
2026-03-21 22:00:00,70352.4,70354.1,70255.1,70283.0,8.43660149
2026-03-21 23:00:00,70278.2,70278.2,68538.3,68907.7,256.42578359
2026-03-22 00:00:00,68907.7,69125.6,68250.1,68941.0,147.32415237
2026-03-22 01:00:00,68941.1,69081.0,68763.1,68952.6,30.52421443
2026-03-22 02:00:00,68952.6,69402.7,68952.6,69276.0,30.17249647
2026-03-22 03:00:00,69276.0,69569.5,69121.5,69332.6,23.33654909
2026-03-22 04:00:00,69332.6,69509.4,69204.6,69352.2,16.66416475
2026-03-22 05:00:00,69340.5,69343.3,69145.4,69145.5,21.65882057
2026-03-22 06:00:00,69145.5,69213.3,69070.6,69141.1,29.65165908
2026-03-22 07:00:00,69141.2,69227.4,68902.1,68902.2,18.5360327
2026-03-22 08:00:00,68902.2,68973.0,68561.0,68795.8,47.53010411
2026-03-22 09:00:00,68795.8,68880.6,68573.0,68819.8,10.93452053
2026-03-22 10:00:00,68819.9,68819.9,68597.4,68656.4,7.75837317
2026-03-22 11:00:00,68656.4,68671.4,68123.6,68208.0,72.02113653
2026-03-22 12:00:00,68211.0,68731.6,68172.6,68655.0,39.54767873
2026-03-22 13:00:00,68655.1,68940.2,68544.2,68702.3,45.39831668
2026-03-22 14:00:00,68702.3,68894.4,68555.9,68710.8,47.62896951
2026-03-22 15:00:00,68710.9,68979.5,68710.9,68824.7,53.58402711
2026-03-22 16:00:00,68824.7,68858.8,68693.2,68819.1,22.66922667
2026-03-22 17:00:00,68819.1,68833.1,68668.4,68684.5,48.63295518
2026-03-22 18:00:00,68684.5,68738.4,68363.9,68599.4,34.10624438
2026-03-22 19:00:00,68599.5,68619.8,68110.8,68180.2,217.69368302
2026-03-22 20:00:00,68180.2,68484.1,68075.0,68184.3,41.41899475
2026-03-22 21:00:00,68184.3,68199.9,67343.1,67871.0,317.2039757
2026-03-22 22:00:00,67872.4,68377.0,67571.2,68309.1,75.77657761
2026-03-22 23:00:00,68309.1,68443.6,67843.7,67857.1,38.55565229
2026-03-23 00:00:00,67857.1,68144.2,67443.2,67677.5,64.2789601
2026-03-23 01:00:00,67677.5,68124.0,67544.3,67900.1,40.07561481
2026-03-23 02:00:00,67900.1,68353.3,67808.6,68308.0,44.55814671
2026-03-23 03:00:00,68307.1,68556.9,68047.4,68057.3,38.41241538
2026-03-23 04:00:00,68057.3,68520.1,68034.2,68519.7,28.06815238
2026-03-23 05:00:00,68519.7,68869.5,68519.7,68869.5,85.44347238
2026-03-23 06:00:00,68869.5,68876.9,67692.8,67837.4,49.6238834
2026-03-23 07:00:00,67837.4,68429.2,67500.1,68297.8,103.29745529
2026-03-23 08:00:00,68307.0,68665.6,68307.0,68424.2,69.19712375
2026-03-23 09:00:00,68424.2,68445.8,67911.8,68284.3,38.9660665
2026-03-23 10:00:00,68303.8,68702.5,68287.7,68540.9,54.34848912
2026-03-23 11:00:00,68540.9,71479.0,68540.8,70070.8,650.5761302
2026-03-23 12:00:00,70089.5,70847.4,69669.6,70719.9,245.06506018
2026-03-23 13:00:00,70719.9,71605.6,70590.0,71442.6,209.65268008
2026-03-23 14:00:00,71442.7,71816.6,71131.4,71448.9,203.18121673
2026-03-23 15:00:00,71437.7,71624.1,70101.0,70103.8,192.61761774
2026-03-23 16:00:00,70109.4,70714.2,70109.4,70533.8,103.99790085
2026-03-23 17:00:00,70533.8,71085.2,70340.6,71067.7,77.59126525
2026-03-23 18:00:00,71067.8,71164.8,70864.8,71061.8,57.46412901
2026-03-23 19:00:00,71061.8,71200.0,70650.1,70679.3,97.28658139
2026-03-23 20:00:00,70662.6,70967.9,70561.7,70888.0,43.22350088
2026-03-23 21:00:00,70895.1,70978.7,70813.1,70833.4,22.0772831
2026-03-23 22:00:00,70836.4,70866.7,70499.3,70761.2,144.23998522
2026-03-23 23:00:00,70761.2,70951.9,70394.1,70887.2,189.40666586
2026-03-24 00:00:00,70887.2,71067.4,70421.1,70671.3,47.42072013
2026-03-24 01:00:00,70671.4,70694.8,70520.0,70520.0,58.552214
